procurement_id,procurement_year,agency_code,agency_name,project_name,procurement_category,estimated_cost,actual_cost,procurement_method,vendor_code,vendor_name,contract_start_date,contract_end_date,procurement_status
100188,2023,AG16,KPK Education Department,Road Construction Project,Services,6473629,7285725,Open,V277,Vendor Company 277,10/28/2023,2/12/2024,Completed
100189,2020,AG21,Capital Development Authority,Public Transport Improvement,Services,19894416,,Open,V188,Vendor Company 188,2/16/2020,6/25/2020,Ongoing
100190,2020,AG07,Ministry of Housing,IT Infrastructure Upgrade,Goods,16410261,,Direct,V302,Vendor Company 302,4/18/2020,6/28/2020,Ongoing
100191,2018,AG04,Ministry of Transport,Power Grid Maintenance,Works,18101472,22864874,Open,V374,Vendor Company 374,3/6/2018,6/23/2018,Completed
100192,2020,AG30,National Database Authority,School Renovation Program,Services,19064610,,Open,V092,Vendor Company 92,7/15/2020,4/25/2021,Ongoing
100193,2018,AG24,Pakistan Railways,Public Transport Improvement,Works,11106394,13050347,Direct,V325,Vendor Company 325,11/11/2018,4/2/2019,Completed
100194,2022,AG21,Capital Development Authority,Hospital Equipment Purchase,Works,19561688,24648049,Open,V192,Vendor Company 192,7/5/2022,4/17/2023,Completed
100195,2021,AG02,Ministry of Finance,School Renovation Program,Services,7585439,,Open,V278,Vendor Company 278,3/4/2021,10/9/2021,Ongoing
100196,2019,AG24,Pakistan Railways,Hospital Equipment Purchase,Services,820409,996999,Limited,V293,Vendor Company 293,11/14/2019,5/18/2020,Completed
100197,2022,AG18,Balochistan Health Department,Hospital Equipment Purchase,Works,1356907,1508778,Limited,V031,Vendor Company 31,7/3/2022,4/27/2023,Completed
100198,2021,AG15,KPK Health Department,Road Construction Project,Goods,11182743,,Limited,V263,Vendor Company 263,9/16/2021,6/7/2022,Ongoing
100199,2024,AG22,National Highway Authority,Hospital Equipment Purchase,Services,2700599,3320993,Open,V335,Vendor Company 335,9/27/2024,2/13/2025,Completed
100200,2024,AG04,Ministry of Transport,Public Transport Improvement,Goods,4836898,,Limited,V229,Vendor Company 229,5/22/2024,10/28/2024,Ongoing
100201,2024,AG24,Pakistan Railways,School Renovation Program,Services,19998681,20173643,Limited,V072,Vendor Company 72,3/25/2024,7/14/2024,Completed
100202,2023,AG13,Sindh Education Department,Road Construction Project,Services,703984,880301,Open,V236,Vendor Company 236,9/5/2023,5/17/2024,Completed
100203,2023,AG04,Ministry of Transport,Hospital Equipment Purchase,Services,2592353,2907643,Limited,V334,Vendor Company 334,9/10/2023,1/11/2024,Completed
100204,2022,AG03,Ministry of Education,Road Construction Project,Goods,13268120,,Limited,V003,Vendor Company 3,4/7/2022,7/23/2022,Ongoing
100205,2024,AG20,Balochistan Planning Dept,IT Infrastructure Upgrade,Works,11005001,12357997,Direct,V321,Vendor Company 321,11/13/2024,6/1/2025,Completed
100206,2018,AG06,Ministry of IT,Power Grid Maintenance,Services,5965013,6511329,Limited,V395,Vendor Company 395,4/27/2018,8/10/2018,Completed
100207,2020,AG15,KPK Health Department,Road Construction Project,Services,12962793,13489179,Limited,V388,Vendor Company 388,12/4/2020,4/2/2021,Completed
100208,2023,AG28,Federal Board of Revenue,Hospital Equipment Purchase,Services,5519455,,Direct,V193,Vendor Company 193,6/9/2023,1/4/2024,Ongoing
100209,2022,AG01,Ministry of Health,School Renovation Program,Goods,5969579,,Direct,V140,Vendor Company 140,11/4/2022,3/8/2023,Ongoing
100210,2024,AG22,National Highway Authority,Hospital Equipment Purchase,Goods,4385201,5200076,Open,V389,Vendor Company 389,12/27/2024,3/26/2025,Completed
100211,2019,AG13,Sindh Education Department,Power Grid Maintenance,Services,14807958,16542810,Open,V201,Vendor Company 201,1/21/2019,5/29/2019,Completed
100212,2024,AG05,Ministry of Energy,Power Grid Maintenance,Services,2359883,2683057,Direct,V272,Vendor Company 272,1/28/2024,5/23/2024,Completed
100213,2022,AG14,Sindh Works Department,Power Grid Maintenance,Works,5873284,,Direct,V208,Vendor Company 208,4/19/2022,10/3/2022,Ongoing
100214,2024,AG09,Punjab Health Department,Public Transport Improvement,Goods,11155226,13169562,Limited,V322,Vendor Company 322,10/23/2024,1/27/2025,Completed
100215,2020,AG27,Pakistan Customs,School Renovation Program,Works,14141295,,Direct,V187,Vendor Company 187,12/22/2020,5/22/2021,Ongoing
100216,2024,AG15,KPK Health Department,School Renovation Program,Works,4737078,,Direct,V471,Vendor Company 471,10/4/2024,1/14/2025,Ongoing
100217,2023,AG21,Capital Development Authority,Power Grid Maintenance,Services,17286936,18642765,Direct,V476,Vendor Company 476,6/25/2023,11/19/2023,Completed
100218,2018,AG22,National Highway Authority,Public Transport Improvement,Works,16642404,20002314,Open,V037,Vendor Company 37,11/16/2018,1/28/2019,Completed
100219,2021,AG29,Election Commission,Power Grid Maintenance,Works,17074369,,Limited,V499,Vendor Company 499,10/20/2021,6/3/2022,Ongoing
100220,2024,AG22,National Highway Authority,Hospital Equipment Purchase,Goods,8311532,,Open,V034,Vendor Company 34,12/5/2024,2/26/2025,Ongoing
100221,2021,AG07,Ministry of Housing,Public Transport Improvement,Goods,13141952,14120246,Limited,V361,Vendor Company 361,10/9/2021,4/13/2022,Completed
100222,2024,AG21,Capital Development Authority,Hospital Equipment Purchase,Works,5467547,,Open,V324,Vendor Company 324,3/2/2024,12/6/2024,Ongoing
100223,2024,AG07,Ministry of Housing,Power Grid Maintenance,Services,4281621,4858950,Direct,V161,Vendor Company 161,2/25/2024,12/17/2024,Completed
100224,2024,AG25,Pakistan Post,Hospital Equipment Purchase,Works,1039580,1060532,Direct,V263,Vendor Company 263,6/10/2024,8/12/2024,Completed
100225,2018,AG22,National Highway Authority,Public Transport Improvement,Services,9691150,,Limited,V034,Vendor Company 34,7/4/2018,4/29/2019,Ongoing
100226,2022,AG27,Pakistan Customs,Road Construction Project,Works,14533533,15528572,Open,V477,Vendor Company 477,11/20/2022,4/8/2023,Completed
100227,2022,AG12,Sindh Health Department,School Renovation Program,Services,3285386,,Direct,V337,Vendor Company 337,3/18/2022,11/16/2022,Ongoing
100228,2019,AG27,Pakistan Customs,Power Grid Maintenance,Works,13025161,13595616,Direct,V122,Vendor Company 122,5/20/2019,2/14/2020,Completed
100229,2018,AG08,Ministry of Planning,School Renovation Program,Services,14426938,16479906,Open,V039,Vendor Company 39,6/20/2018,2/4/2019,Completed
100230,2018,AG30,National Database Authority,School Renovation Program,Works,2342684,,Limited,V032,Vendor Company 32,3/13/2018,11/3/2018,Ongoing
100231,2018,AG15,KPK Health Department,IT Infrastructure Upgrade,Goods,6746828,8707547,Open,V010,Vendor Company 10,11/10/2018,4/8/2019,Completed
100232,2023,AG12,Sindh Health Department,Hospital Equipment Purchase,Works,16385907,16372800,Limited,V003,Vendor Company 3,3/8/2023,11/8/2023,Completed
100233,2019,AG09,Punjab Health Department,Road Construction Project,Services,3100932,3764883,Direct,V425,Vendor Company 425,8/10/2019,1/8/2020,Completed
100234,2022,AG09,Punjab Health Department,Road Construction Project,Services,10797854,11070080,Limited,V208,Vendor Company 208,2/8/2022,4/16/2022,Completed
100235,2021,AG07,Ministry of Housing,IT Infrastructure Upgrade,Goods,2328312,2632961,Limited,V492,Vendor Company 492,11/13/2021,5/1/2022,Completed
100236,2021,AG10,Punjab Education Department,IT Infrastructure Upgrade,Goods,5525858,,Direct,V448,Vendor Company 448,11/5/2021,6/28/2022,Ongoing
100237,2020,AG16,KPK Education Department,Hospital Equipment Purchase,Services,19138082,21496346,Limited,V074,Vendor Company 74,7/15/2020,1/17/2021,Completed
100238,2023,AG05,Ministry of Energy,School Renovation Program,Services,3589973,3977150,Open,V364,Vendor Company 364,10/7/2023,5/2/2024,Completed
100239,2022,AG07,Ministry of Housing,Public Transport Improvement,Goods,18234573,23194578,Direct,V363,Vendor Company 363,6/10/2022,12/23/2022,Completed
100240,2020,AG13,Sindh Education Department,Road Construction Project,Works,5031413,5551853,Open,V270,Vendor Company 270,12/19/2020,3/7/2021,Completed
100241,2024,AG23,WAPDA,School Renovation Program,Goods,14263792,,Open,V122,Vendor Company 122,6/7/2024,1/29/2025,Ongoing
100242,2021,AG08,Ministry of Planning,School Renovation Program,Goods,7777408,,Open,V177,Vendor Company 177,6/12/2021,11/12/2021,Ongoing
100243,2022,AG23,WAPDA,Road Construction Project,Works,1683813,1948446,Limited,V490,Vendor Company 490,3/2/2022,11/17/2022,Completed
100244,2019,AG12,Sindh Health Department,Road Construction Project,Goods,8857135,,Limited,V288,Vendor Company 288,12/10/2019,3/6/2020,Ongoing
100245,2018,AG29,Election Commission,IT Infrastructure Upgrade,Works,5710962,,Direct,V237,Vendor Company 237,3/4/2018,8/19/2018,Ongoing
100246,2022,AG18,Balochistan Health Department,School Renovation Program,Goods,19461872,22474194,Direct,V311,Vendor Company 311,2/19/2022,9/18/2022,Completed
100247,2019,AG19,Balochistan Education Department,Public Transport Improvement,Goods,11234660,,Limited,V465,Vendor Company 465,8/12/2019,11/19/2019,Ongoing
100248,2018,AG10,Punjab Education Department,Road Construction Project,Works,6918421,8908529,Direct,V208,Vendor Company 208,12/18/2018,8/8/2019,Completed
100249,2018,AG04,Ministry of Transport,IT Infrastructure Upgrade,Services,4279306,5427822,Limited,V232,Vendor Company 232,1/3/2018,4/19/2018,Completed
100250,2018,AG14,Sindh Works Department,Power Grid Maintenance,Services,10523186,12090564,Open,V276,Vendor Company 276,4/26/2018,9/4/2018,Completed
100251,2022,AG19,Balochistan Education Department,IT Infrastructure Upgrade,Goods,9169234,11029236,Limited,V073,Vendor Company 73,6/19/2022,11/5/2022,Completed
100252,2019,AG23,WAPDA,Hospital Equipment Purchase,Goods,16124315,18346687,Direct,V192,Vendor Company 192,7/20/2019,3/14/2020,Completed
100253,2020,AG10,Punjab Education Department,Hospital Equipment Purchase,Works,2554285,2641012,Direct,V250,Vendor Company 250,9/28/2020,2/2/2021,Completed
100254,2023,AG18,Balochistan Health Department,IT Infrastructure Upgrade,Works,2845067,3164850,Limited,V323,Vendor Company 323,2/21/2023,10/5/2023,Completed
100255,2021,AG21,Capital Development Authority,School Renovation Program,Services,6266347,6842292,Open,V199,Vendor Company 199,11/16/2021,3/5/2022,Completed
100256,2023,AG05,Ministry of Energy,Power Grid Maintenance,Works,16449217,21320550,Open,V113,Vendor Company 113,12/3/2023,8/1/2024,Completed
100257,2019,AG28,Federal Board of Revenue,Road Construction Project,Services,5152132,,Direct,V259,Vendor Company 259,8/4/2019,1/16/2020,Ongoing
100258,2019,AG16,KPK Education Department,School Renovation Program,Services,9406953,11363261,Direct,V251,Vendor Company 251,1/3/2019,9/13/2019,Completed
100259,2021,AG17,KPK Works Department,Public Transport Improvement,Goods,15859842,18433423,Open,V161,Vendor Company 161,6/24/2021,2/18/2022,Completed
100260,2022,AG01,Ministry of Health,IT Infrastructure Upgrade,Services,5274013,5683854,Limited,V142,Vendor Company 142,9/9/2022,6/9/2023,Completed
100261,2019,AG26,Higher Education Commission,Hospital Equipment Purchase,Services,3604494,,Direct,V379,Vendor Company 379,3/23/2019,10/15/2019,Ongoing
100262,2023,AG16,KPK Education Department,Hospital Equipment Purchase,Works,3642013,3937116,Direct,V212,Vendor Company 212,3/26/2023,8/3/2023,Completed
100263,2024,AG24,Pakistan Railways,Public Transport Improvement,Works,9075492,,Direct,V001,Vendor Company 1,1/21/2024,6/13/2024,Ongoing
100264,2024,AG23,WAPDA,Power Grid Maintenance,Works,19120299,19495018,Limited,V104,Vendor Company 104,11/3/2024,1/10/2025,Completed
100265,2020,AG30,National Database Authority,Road Construction Project,Services,2412480,2831098,Limited,V368,Vendor Company 368,7/17/2020,9/27/2020,Completed
100266,2018,AG14,Sindh Works Department,IT Infrastructure Upgrade,Works,16661141,17617073,Open,V031,Vendor Company 31,3/16/2018,11/9/2018,Completed
100267,2023,AG19,Balochistan Education Department,Hospital Equipment Purchase,Works,7660726,8854889,Limited,V282,Vendor Company 282,12/23/2023,4/15/2024,Completed
100268,2020,AG28,Federal Board of Revenue,Power Grid Maintenance,Services,9182959,11663124,Open,V305,Vendor Company 305,3/24/2020,6/26/2020,Completed
100269,2018,AG27,Pakistan Customs,IT Infrastructure Upgrade,Services,13327382,14610099,Direct,V450,Vendor Company 450,4/7/2018,1/10/2019,Completed
100270,2020,AG29,Election Commission,Hospital Equipment Purchase,Goods,12886085,14083582,Open,V387,Vendor Company 387,7/9/2020,9/25/2020,Completed
100271,2024,AG30,National Database Authority,Hospital Equipment Purchase,Services,11730615,14181205,Limited,V255,Vendor Company 255,10/25/2024,8/20/2025,Completed
100272,2024,AG17,KPK Works Department,School Renovation Program,Works,4013514,,Direct,V295,Vendor Company 295,8/8/2024,11/23/2024,Ongoing
100273,2024,AG01,Ministry of Health,Public Transport Improvement,Works,10141090,11484994,Direct,V396,Vendor Company 396,6/7/2024,2/3/2025,Completed
100274,2024,AG25,Pakistan Post,IT Infrastructure Upgrade,Services,923584,886515,Direct,V469,Vendor Company 469,11/25/2024,6/19/2025,Completed
100275,2019,AG17,KPK Works Department,Road Construction Project,Works,19190431,20481714,Direct,V483,Vendor Company 483,9/18/2019,11/18/2019,Completed
100276,2019,AG06,Ministry of IT,Hospital Equipment Purchase,Services,3822377,3947424,Limited,V033,Vendor Company 33,7/19/2019,4/21/2020,Completed
100277,2024,AG08,Ministry of Planning,Hospital Equipment Purchase,Works,7512694,,Limited,V360,Vendor Company 360,10/11/2024,12/21/2024,Ongoing
100278,2023,AG14,Sindh Works Department,School Renovation Program,Services,17995393,21397803,Direct,V311,Vendor Company 311,3/4/2023,8/18/2023,Completed
100279,2023,AG07,Ministry of Housing,Public Transport Improvement,Services,8293145,8514333,Limited,V446,Vendor Company 446,6/24/2023,12/1/2023,Completed
100280,2024,AG29,Election Commission,Hospital Equipment Purchase,Services,8178509,8418048,Direct,V210,Vendor Company 210,10/9/2024,1/28/2025,Completed
100281,2019,AG12,Sindh Health Department,Road Construction Project,Works,5703754,5890024,Limited,V444,Vendor Company 444,8/19/2019,4/21/2020,Completed
100282,2018,AG09,Punjab Health Department,Public Transport Improvement,Services,8146028,9770012,Limited,V188,Vendor Company 188,10/12/2018,1/3/2019,Completed
100283,2019,AG09,Punjab Health Department,IT Infrastructure Upgrade,Works,3771478,3911368,Limited,V061,Vendor Company 61,5/1/2019,1/5/2020,Completed
100284,2022,AG26,Higher Education Commission,IT Infrastructure Upgrade,Goods,7390298,8297499,Direct,V371,Vendor Company 371,2/9/2022,7/22/2022,Completed
100285,2020,AG29,Election Commission,Hospital Equipment Purchase,Goods,13666800,15982337,Direct,V421,Vendor Company 421,10/1/2020,7/4/2021,Completed
100286,2023,AG16,KPK Education Department,Power Grid Maintenance,Services,16548943,20426856,Direct,V176,Vendor Company 176,2/28/2023,5/27/2023,Completed
100287,2018,AG21,Capital Development Authority,Hospital Equipment Purchase,Services,19652446,24515636,Limited,V491,Vendor Company 491,4/26/2018,7/3/2018,Completed
100288,2021,AG07,Ministry of Housing,Power Grid Maintenance,Works,6079856,6803390,Open,V089,Vendor Company 89,1/1/2021,6/4/2021,Completed
100289,2019,AG23,WAPDA,Power Grid Maintenance,Works,10540936,12113922,Limited,V390,Vendor Company 390,5/28/2019,12/8/2019,Completed
100290,2022,AG04,Ministry of Transport,Public Transport Improvement,Services,375008,,Open,V407,Vendor Company 407,9/22/2022,3/27/2023,Ongoing
100291,2020,AG01,Ministry of Health,Road Construction Project,Services,1448363,,Limited,V485,Vendor Company 485,9/2/2020,5/13/2021,Ongoing
100292,2019,AG23,WAPDA,School Renovation Program,Goods,13864317,16574553,Limited,V253,Vendor Company 253,4/26/2019,8/1/2019,Completed
100293,2021,AG16,KPK Education Department,School Renovation Program,Goods,3882738,4035491,Limited,V369,Vendor Company 369,6/3/2021,3/15/2022,Completed
100294,2022,AG24,Pakistan Railways,School Renovation Program,Goods,8105936,9410197,Limited,V168,Vendor Company 168,11/8/2022,8/2/2023,Completed
100295,2024,AG20,Balochistan Planning Dept,Hospital Equipment Purchase,Works,1215933,1302518,Limited,V110,Vendor Company 110,10/23/2024,3/21/2025,Completed
100296,2020,AG05,Ministry of Energy,Power Grid Maintenance,Goods,3508726,4355060,Limited,V227,Vendor Company 227,9/10/2020,1/1/2021,Completed
100297,2023,AG26,Higher Education Commission,IT Infrastructure Upgrade,Goods,6196726,,Open,V446,Vendor Company 446,2/2/2023,8/6/2023,Ongoing
100298,2022,AG06,Ministry of IT,Power Grid Maintenance,Goods,8496972,10865687,Direct,V026,Vendor Company 26,10/11/2022,6/3/2023,Completed
100299,2024,AG11,Punjab Works Department,Road Construction Project,Goods,12543418,,Limited,V052,Vendor Company 52,2/12/2024,10/17/2024,Ongoing
100300,2023,AG20,Balochistan Planning Dept,School Renovation Program,Works,11612193,14029454,Open,V442,Vendor Company 442,6/10/2023,3/19/2024,Completed
100301,2023,AG15,KPK Health Department,Power Grid Maintenance,Goods,7894306,9900576,Direct,V239,Vendor Company 239,6/13/2023,4/5/2024,Completed
100302,2022,AG21,Capital Development Authority,Public Transport Improvement,Goods,11306606,12254036,Limited,V181,Vendor Company 181,9/20/2022,2/13/2023,Completed
